SqFt_Living,SqM_Living,Total_Rooms,Bathrooms,Luxury_Score,Price_USD
1466,136.195798,5,1,76.34774229636368,277660
4988,463.400164,14,3,36.07250871926362,796205
1471,136.660313,5,2,94.95804843516954,284710
2769,257.248407,8,2,96.26871009579064,470847
4956,460.42726799999997,13,3,62.469950431553094,819658
3922,364.365566,11,1,92.93736841447341,645280
4700,436.6441,12,2,76.32458010693507,775301
1323,122.910669,4,1,55.139104456537495,260748
3193,296.639279,8,2,18.850485606855035,505926
3917,363.901051,10,3,46.40119640787016,630744
3393,315.219879,10,3,56.52657187289914,572029
2768,257.155504,7,3,86.532196492766,472023
2553,237.181359,7,2,48.65200427703083,429101
3096,287.627688,9,1,89.8697925951177,536672
3061,284.376083,9,1,67.76054892332343,503046
3086,286.698658,9,1,14.562907242313466,486278
3678,341.697234,10,2,99.50315556318421,599093
4943,459.219529,14,2,53.19603341463735,824824
4444,412.860932,13,2,39.79397134449881,711885
2855,265.238065,8,2,66.25226268248312,461036
2076,192.866628,7,2,11.780438084122869,327214
3566,331.292098,10,1,64.01732602858209,573333
1102,102.379106,4,2,50.325364049428025,212417
1438,133.594514,5,2,41.26073292985973,278189
855,79.432065,3,1,95.34898209671101,195104
1325,123.096475,5,2,52.73143195647327,249201
4923,457.361469,14,1,22.692630467523905,771175
2925,271.741275,8,1,46.43738445835257,488131
4087,379.694561,12,3,92.0193530526946,650222
1164,108.139092,3,3,18.43345166172887,253002
2446,227.240738,8,3,22.181746830135452,426147
1718,159.607354,5,3,2.2899272079512913,316162
3597,334.172091,9,2,2.4048148901809507,563918
2331,216.556893,6,3,83.10977106889274,430511
4145,385.082935,11,1,73.48013807745262,664545
2706,251.395518,8,2,36.14906458874387,438841
3886,361.021058,10,3,70.1328045655297,641338
2875,267.096125,9,1,40.12538670468705,473336
1513,140.562239,4,2,95.33678280378493,269839
1862,172.985386,5,2,96.73821546117745,325223
2776,257.898728,7,3,39.88658380512499,454778
2096,194.724688,7,2,85.56796872774594,357057
925,85.935275,3,1,77.53581512804915,183435
4396,408.401588,12,2,31.689993780007143,684903
4083,379.322949,12,1,23.97194306120949,641873
2403,223.245909,8,2,46.36523038889055,425400
866,80.453998,4,3,78.35353522082622,202920
1032,95.875896,4,1,96.0566106881458,193263
2956,274.621268,9,2,76.59432781779068,513091
1969,182.926007,6,2,85.66549151681863,322986
2958,274.807074,9,2,60.70336631088114,532277
2293,213.026579,7,1,83.70537525337046,415195
4807,446.584721,13,1,78.65766494233834,763385
3272,303.978616,9,1,38.32156865070173,539200
3460,321.44438,9,3,55.64703990995139,554115
3539,328.783717,9,3,80.67055907697979,592890
2561,237.924583,7,1,5.559616684805681,417506
4314,400.783542,12,2,80.99984895322716,690778
2775,257.80582499999997,8,3,18.610924280853318,457943
3162,293.759286,9,1,51.953678095022454,511185
1676,155.705428,6,2,81.01926851603783,290627
4612,428.468636,13,3,26.12828673751279,729153
4248,394.651944,12,2,25.334936491309147,660639
2112,196.211136,7,2,40.873675447762935,377834
2260,209.96078,6,2,89.56963696018582,382932
3509,325.996627,9,2,1.0438353622835805,548228
3124,290.228972,8,3,90.23692656755156,544269
2533,235.323299,7,3,16.22689543951917,433739
2405,223.431715,8,3,99.01855123068073,437621
3363,312.432789,10,1,95.52985231080834,572297
4221,392.143563,12,3,49.97284376953705,717206
4317,401.062251,11,2,51.759304533450184,695561
3197,297.010891,9,3,48.67338468730957,512420
4535,421.315105,13,2,63.908920920292736,737097
3670,340.95401,11,1,9.981448521258173,577461
1960,182.08988,5,2,4.229176885815084,320483
1042,96.804926,4,2,6.712589913173987,199141
3390,314.94117,9,2,44.99216957490992,570484
1863,173.078289,5,1,28.279245982728856,307565
3395,315.405685,9,3,62.58191667472838,585882
1719,159.700257,5,3,99.25178664810312,307856
805,74.786915,4,1,39.245994134570125,159940
1267,117.708101,4,2,57.810284156346825,247406
4970,461.72791,13,3,42.14478569482621,793110
803,74.601109,4,1,84.87989510446408,145785
1445,134.244835,5,3,90.32140394276158,293725
917,85.192051,3,1,87.85820560832074,180769
3728,346.342384,11,2,97.4628516292465,629866
3351,311.317953,9,3,3.724399328901114,529432
1646,152.918338,5,1,84.14180005240758,282326
3562,330.920486,9,3,75.42544513087023,607321
1941,180.324723,5,3,23.640746530636115,345985
2610,242.47683,8,3,95.67568924536523,449056
1523,141.491269,4,3,15.669614894764601,281909
1024,95.132672,4,1,68.27544278625693,187944
2848,264.587744,9,2,23.264131464775335,473506
2373,220.458819,7,1,43.70668422863339,401619
2628,244.149084,8,1,72.19682979751232,438032
2717,252.417451,7,1,56.76913956127162,441374
2826,262.543878,9,2,43.32268130148306,473618
4544,422.151232,12,3,33.30750466226674,732436
1701,158.028003,6,3,84.12630591517024,309987
2839,263.751617,9,3,15.237620681166558,458390
809,75.158527,3,2,43.5801847764502,170253
1060,98.47718,3,3,90.47199960573907,215144
2473,229.749119,7,2,84.7391054955368,412377
3019,280.474157,9,3,40.69323448483162,506641
2860,265.70258,9,3,76.54772799652952,513434
4513,419.271239,12,1,82.49292224017707,722946
2419,224.732357,7,2,88.99985497635934,443116
1120,104.05136,3,1,54.90607113587357,245696
2142,198.998226,6,1,21.241627719416467,346247
3176,295.059928,9,1,26.275598573889233,516790
3632,337.423696,10,2,30.273772730118818,622410
3624,336.680472,10,2,59.786445600151936,593741
2794,259.570982,7,3,4.248152788732235,465501
3758,349.129474,10,1,63.96820440921686,586443
2838,263.658714,9,3,37.07106960439497,470139
4290,398.55387,11,1,30.228938446474572,692879
4477,415.926731,13,2,88.0701605020845,765603
1918,178.187954,5,2,46.540237162499096,334067
2404,223.338812,7,2,10.410251507736586,377742
4827,448.442781,14,1,82.84793003459845,754540
1035,96.154605,3,2,5.716484486214154,195856
2769,257.248407,8,1,72.94817319265147,482597
2708,251.581324,8,3,77.61671595529585,476283
1175,109.161025,3,1,35.907657986956956,225335
4330,402.26999,12,3,82.65399777150088,730667
3435,319.121805,10,1,52.05028117978889,549856
2370,220.18010999999998,7,3,46.86607167400688,410159
3360,312.15408,10,2,5.494924865400562,537293
4191,389.356473,12,3,29.712890171241682,675520
3765,349.779795,11,2,93.16998711764468,608289
4443,412.768029,13,2,39.7905723650665,709248
4650,431.99895,13,3,55.123351535120065,753108
1672,155.333816,5,1,53.67014621944093,290961
2052,190.636956,6,1,59.45267789244664,352274
2114,196.396942,7,1,7.071764608684979,359589
3698,343.555294,10,1,36.855449225074096,615651
877,81.475931,4,1,72.58969911437286,200735
3421,317.821163,10,2,20.85546485622531,568742
1400,130.0642,4,1,21.154259377089684,230331
1865,173.264095,6,2,1.998970062213448,314743
2936,272.763208,9,2,44.31071073421276,485147
3249,301.841847,10,2,88.39070368666879,535170
3143,291.994129,9,3,6.138193415143592,522812
2663,247.400689,7,3,19.92075224010426,424519
2118,196.768554,7,2,31.69836929593275,389443
4397,408.494491,12,3,73.44074891985707,737166
4562,423.823486,13,1,64.42292368745606,739357
2990,277.77997,8,1,42.17844655360365,491004
1792,166.482176,6,2,76.1478249865792,342462
3512,326.275336,9,1,61.35347015403329,584411
2992,277.965776,8,2,89.70803916606468,523341
2048,190.265344,7,2,81.9846481647306,362711
3854,358.048162,11,1,26.028547002830855,645145
4833,449.000199,13,3,27.87241918578582,793027
2797,259.849691,8,1,13.410291103446177,464875
4487,416.855761,12,1,34.359507846028194,733761
2951,274.156753,8,2,99.95484795319034,496353
4818,447.606654,14,2,41.16936569289104,753421
3910,363.25073,11,2,22.828355034221534,635888
2770,257.34131,7,2,76.48580556307975,469940
997,92.624291,3,3,54.70462934280295,202525
3426,318.285678,9,3,15.8105435031683,580306
2002,185.991806,6,3,38.688278434925714,355544
2835,263.380005,9,2,42.032501838394985,477610
1277,118.637131,5,2,75.62914035635264,241770
2054,190.822762,7,2,3.0464655202985416,361926
1722,159.97896599999999,6,3,27.632945033032737,319354
1219,113.248757,5,2,52.24203383023668,246403
3004,279.080612,8,1,27.61582750283149,483664
3397,315.591491,10,1,63.21497069448089,576754
1920,178.37376,6,2,48.70488044818704,365322
3868,359.348804,11,1,36.80931523109848,635192
1750,162.58025,6,1,94.97165406018071,304355
3136,291.343808,9,3,63.583790419459284,516083
3043,282.703829,8,2,13.864195854526182,493592
3445,320.050835,9,2,56.449078046896155,559574
2657,246.843271,7,3,78.2924534668892,458142
2665,247.58649499999999,8,1,71.14048005178694,458464
3712,344.855936,10,1,18.03683370023068,599756
3653,339.374659,10,2,97.26957990497023,610438
4028,374.213284,12,1,45.43255092891399,644668
4519,419.828657,13,3,16.743475370285868,725091
4028,374.213284,12,3,18.839379658686646,664916
3171,294.595413,8,2,10.725264226718968,487615
3691,342.904973,10,3,80.5482927350585,614588
4556,423.266068,13,3,13.081018937863016,735336
894,83.055282,4,2,13.387400457032946,188531
3474,322.745022,9,3,85.19668986132292,567988
2755,255.947765,7,3,35.1158043603084,449329
1593,147.994479,5,3,4.054932526499172,293520
2634,244.706502,8,1,6.137634652322677,402760
2916,270.905148,8,2,15.07487422368566,500397
4906,455.782118,14,2,22.125941449593263,783724
4125,383.224875,11,2,66.84947322960213,695500
3719,345.506257,10,1,16.575301720180995,579858
3397,315.591491,9,1,12.768564726530126,540558
4005,372.076515,11,2,76.70719500615164,619973
1614,149.94544199999999,6,1,67.43447310213153,278651
1145,106.373935,4,2,44.097097924068386,217811
3149,292.55154699999997,8,1,55.381667376530295,488985
1162,107.953286,3,3,31.886418012315428,219757
3243,301.284429,9,3,48.76754160330071,511393
3065,284.747695,8,2,51.16059224929183,506120
2988,277.594164,8,1,39.336489846631494,508273
3805,353.495915,11,1,90.75064885654412,623375
4081,379.137143,12,3,2.5901246331196086,682541
1784,165.738952,6,3,78.43495504603337,340081
2439,226.590417,8,1,13.313900292891107,423734
1627,151.153181,5,1,79.95718869318274,283567
3530,327.94759,9,1,61.9752796519954,565057
4331,402.362893,11,1,84.48453100270383,706731
3735,346.992705,10,1,10.653918238448849,573715
4676,434.414428,12,1,56.33908277587763,754734
926,86.028178,4,2,50.60770014595751,184162
3977,369.475231,10,1,70.9131251133725,665682
3856,358.233968,11,3,53.894764637473905,644371
1403,130.342909,5,2,54.53272214617731,277807
4249,394.744847,12,1,43.5299984140304,669742
4946,459.498238,14,3,31.574607976726742,808938
4333,402.548699,11,2,48.744171763967024,721369
4167,387.126801,12,3,12.730743518071659,672015
4168,387.219704,12,1,96.1898205593254,668347
4597,427.075091,13,1,71.72666559903323,728068
2592,240.804576,7,1,95.29424455209683,461444
3661,340.117883,10,1,23.44601085066636,629104
4276,397.253228,11,2,88.05476099747628,684286
4217,391.771951,12,2,81.07020847179031,672886
2445,227.147835,8,3,68.03808883330969,439178
2005,186.270515,6,1,62.877889422435366,337016
3830,355.81849,11,3,32.33841686151913,641243
3672,341.139816,10,2,81.82466771153804,614145
3872,359.720416,10,1,50.65003068649364,625570
2654,246.564562,8,1,8.018266013237252,441322
4821,447.885363,14,2,31.97345292465787,775247
3508,325.903724,10,2,93.59441275598743,582224
4302,399.668706,12,2,85.21734579987978,675998
2132,198.069196,6,2,98.20866410957737,382121
1001,92.995903,3,2,63.17134487780571,226380
4307,400.133221,11,1,25.503497240900785,662019
1374,127.64872199999999,4,2,17.118689918009515,235036
1336,124.118408,4,1,19.5045296202377,245703
2425,225.289775,8,1,2.9597701763781843,399920
2922,271.462566,8,2,39.67752898760798,492403
1185,110.09005499999999,3,2,19.95134036945471,211250
4081,379.137143,11,1,41.75389058521354,672937
1274,118.358422,5,2,93.56444875203778,250516
1217,113.062951,5,2,43.62348074121181,241729
4400,408.7732,13,2,87.92046520149864,722388
1754,162.951862,6,3,60.94497189497177,322921
2005,186.270515,6,1,25.466023911477798,350245
4920,457.08276,13,3,36.22962116666193,793043
2790,259.19937,8,2,9.308034046321511,442508
4372,406.171916,12,3,34.01279676600504,723912
4958,460.613074,13,2,68.07655360484988,809587
3513,326.368239,9,3,8.138998200014083,541975
3003,278.987709,9,2,21.334739439324906,484903
3920,364.17976,11,3,38.76266309991784,656387
1766,164.066698,6,3,98.22290416458029,302140
4232,393.165496,12,3,78.70132047292914,709693
1488,138.239664,4,1,73.61518790271829,270804
4501,418.156403,12,3,12.50290469601915,742754
1141,106.002323,3,1,78.31859346788416,221796
2524,234.487172,8,2,78.7416123400855,423517
2592,240.804576,8,3,60.5091668668085,450523
2559,237.738777,7,2,99.04581641783882,443203
4012,372.726836,11,2,33.20013668653064,636277
1789,166.203467,5,3,94.18597237594331,365462
3062,284.468986,8,1,91.55838038069386,498045
3282,304.907646,10,3,2.136585315188406,504082
1751,162.67315299999999,5,2,45.56153612100629,335487
1522,141.398366,4,2,97.73331907210576,279093
4189,389.170667,11,3,11.209014878399504,671140
2879,267.467737,8,1,55.23068474394862,472527
3517,326.739851,9,1,97.9167931970693,573588
3132,290.972196,8,2,55.99404698648016,509505
4176,387.962928,11,2,19.791714994243442,655406
2300,213.6769,7,1,58.636139779166385,392698
1085,100.799755,4,3,21.23961682100514,205968
4295,399.018385,12,2,52.45072202655394,705695
2865,266.167095,9,1,8.330179573322452,473656
1568,145.671904,4,2,60.94278425222606,273475
3857,358.326871,11,3,52.16220397368766,635610
2961,275.085783,9,1,74.27597550738484,487737
4093,380.251979,11,2,63.43934664471972,651762
1746,162.208638,5,3,55.41102058454491,328323
4135,384.153905,12,2,69.288106075564,672287
4950,459.86985,14,3,15.250249443650855,784436
2281,211.911743,6,3,59.9406064646018,386304
2701,250.931003,8,1,18.03894967945499,428338
4251,394.930653,11,3,92.62669857733621,731006
4864,451.880192,13,2,7.765076379714817,776164
854,79.339162,3,3,43.607100219388535,165454
2623,243.684569,7,3,69.88395028788904,456744
4262,395.952586,12,1,46.344198955157616,699499
3879,360.370737,10,3,10.117430070057333,631386
1632,151.617696,5,3,55.78452259654403,321567
3606,335.008218,11,2,64.5215589739081,570662
3290,305.65087,9,1,70.67543878806026,512765
1127,104.701681,4,1,37.952721631813134,215548
4110,381.83133,12,1,56.80233713184746,667007
4100,380.9023,12,3,45.6179610189524,619031
4475,415.740925,12,1,67.53354783647309,710403
3854,358.048162,11,3,58.772139765157036,619724
2943,273.413529,9,3,53.049865736354356,476180
2111,196.118233,6,2,25.702912316986616,346624
3991,370.775873,11,2,1.1998332570751578,647826
3338,310.110214,10,2,18.2340858558315,529085
4783,444.355049,13,2,12.589538100992696,745221
964,89.558492,4,2,45.45938975608373,169409
1622,150.688666,6,3,61.61355692542262,319656
1743,161.929929,5,3,22.09541585979601,317388
1574,146.229322,5,1,93.96665250075152,252507
2998,278.523194,9,3,1.6615307931648902,480298
3956,367.524268,10,3,77.45780050136895,661819
4495,417.59898499999997,12,2,62.89527218351378,746049
4252,395.023556,11,3,37.98192530372051,703008
1714,159.235742,6,2,5.998405496828385,292964
2108,195.839524,6,1,63.12117060664366,334853
4977,462.37823099999997,14,1,39.175737773699154,802438
1313,121.981639,5,3,93.69044680190869,256234
2720,252.69616,7,1,54.65701741408682,454964
4394,408.215782,11,3,94.02549961805731,720243
2209,205.222727,7,1,22.827885653857106,350582
3990,370.68297,10,2,72.84686512604623,658533
2355,218.786565,7,2,62.10765306402384,409068
1604,149.016412,5,2,74.20141475329987,289053
2079,193.145337,6,2,22.25211853328114,363367
4377,406.636431,11,3,66.83445710753959,694306
3701,343.834003,11,1,50.30599891263003,596176
2187,203.178861,6,3,74.53967251572531,388349
3561,330.827583,10,2,33.37741977102996,554801
3479,323.209537,10,3,89.11564552106,583816
2906,269.976118,9,1,9.345830146523687,483773
3568,331.477904,10,3,80.91174256032761,591833
4753,441.567959,12,1,86.27064295569399,764692
3986,370.311358,11,3,81.9079788253153,667716
4080,379.04424,12,1,51.75991303191583,651534
3373,313.361819,9,1,44.40011302304537,545363
3399,315.777297,10,2,99.6299663659628,552125
4833,449.000199,13,1,23.68802317020205,764463
1036,96.247508,4,2,55.14072062172841,201405
2104,195.467912,6,2,67.39687701285023,376565
4230,392.97969,12,2,70.38589595028176,697029
2101,195.189203,6,3,21.19844190811929,376257
3341,310.388923,10,3,65.74541514164032,551675
2851,264.866453,9,3,82.0185870816524,456405
1241,115.292623,4,3,5.95183910529011,243464
2876,267.189028,8,1,91.24060803920634,491114
3980,369.75394,10,1,3.9209014593753873,623254
3457,321.165671,9,3,36.24113221635104,579122
4598,427.167994,13,1,2.565506427063245,703484
1604,149.016412,6,1,8.637371685418604,292781
874,81.197222,3,2,91.20566023282782,184336
2975,276.386425,9,2,36.131222243868635,481042
4724,438.873772,12,2,43.05238151208024,747884
2889,268.396767,8,2,22.31909375687271,474341
840,78.03852,4,1,60.11248124848526,172842
2881,267.653543,9,3,59.885518253101175,489851
2422,225.011066,8,1,37.847838790696706,399425
1141,106.002323,4,1,33.97045230873444,215947
4852,450.765356,14,1,88.6114665098782,780646
2874,267.003222,9,2,38.945139724577935,469175
1445,134.244835,5,2,49.85659822328642,254748
1409,130.900327,4,2,29.047171480068133,266284
1254,116.500362,4,3,78.89018083235561,256742
3753,348.664959,10,1,40.34736753301007,606876
2508,233.000724,7,3,51.84749360788813,445432
4272,396.881616,11,2,26.08235983590648,656596
3769,350.151407,11,3,98.77829964178393,621639
3828,355.632684,10,1,29.858078351448565,597826
3481,323.395343,9,1,77.30351055964961,606454
4429,411.467387,12,2,43.32206938531916,723712
3867,359.255901,10,2,21.41552310332985,623147
2186,203.085958,6,3,80.17215763252126,400709
4576,425.124128,12,2,34.02707211387527,749949
3666,340.582398,10,2,86.6541413923833,623815
4163,386.755189,12,1,91.61046130686448,691597
4924,457.454372,14,2,86.12255970373631,791886
948,88.072044,3,2,4.4657835658737595,175572
4650,431.99895,13,1,78.94996115550545,733857
2858,265.516774,9,1,41.72260718341524,479581
1936,179.860208,6,3,87.49856909804028,350515
986,91.602358,4,2,64.15747200578915,194454
3654,339.467562,10,1,83.53067028025188,592746
2050,190.45115,7,3,50.4437452168167,384341
2133,198.162099,7,3,53.96752495529435,390033
4993,463.864679,14,2,15.294375581233055,819464
4950,459.86985,13,2,78.61474851024619,806158
3511,326.182433,9,3,42.51957155503019,581008
2585,240.154255,7,1,50.50793170888668,432470
1550,143.99965,4,3,78.72467369547505,277940
2562,238.017486,7,2,60.28569460786446,417435
4720,438.50216,12,1,20.908774016824076,754791
1281,119.008743,4,1,59.43303325593838,225016
953,88.536559,4,3,41.35565293998592,199392
